UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,Failure Type,Machine failure
5134,L52313,L,304.1,313.2,1624,25.8,186,0,0,0,0,0,No Failure,0
5135,L52314,L,304.1,313.3,1238,45.5,188,0,0,0,0,0,No Failure,0
5136,L52315,L,304.1,313.3,1683,24.5,190,0,0,0,0,0,No Failure,0
5137,L52316,L,304.2,313.4,1535,28.9,192,0,0,0,0,0,No Failure,0
5138,L52317,L,304.3,313.5,1264,36.7,194,0,0,0,0,0,No Failure,0
5139,M19998,M,304.3,313.6,1289,40.3,196,0,0,0,0,0,No Failure,0
5140,M19999,M,304.4,313.6,1310,38.9,199,0,0,0,0,0,No Failure,0
5141,M20000,M,304.3,313.6,1385,32.1,202,1,0,0,0,0,TWF,1
5142,L52321,L,304.4,313.7,1309,35.0,205,1,0,0,0,0,TWF,1
5143,L52322,L,304.4,313.6,1368,39.1,0,0,0,0,0,0,No Failure,0
5144,M20003,M,304.3,313.5,1325,42.0,2,0,0,0,0,0,No Failure,0
5145,L52324,L,304.4,313.7,1407,33.5,5,0,0,0,0,0,No Failure,0
5146,L52325,L,304.5,313.7,1470,32.9,7,0,0,0,0,0,No Failure,0
5147,L52326,L,304.4,313.6,1385,38.9,9,0,0,0,0,0,No Failure,0
5148,L52327,L,304.4,313.6,1369,38.4,11,0,0,0,0,0,No Failure,0
5149,L52328,L,304.4,313.6,1307,43.1,13,0,0,0,0,0,No Failure,0
5150,L52329,L,304.3,313.5,1252,41.5,15,0,0,0,0,0,No Failure,0
5151,L52330,L,304.3,313.5,1390,29.8,17,0,0,0,0,0,No Failure,0
5152,L52331,L,304.3,313.6,1209,56.0,19,0,0,0,0,0,No Failure,0
5153,L52332,L,304.3,313.5,2443,12.7,21,0,0,1,0,0,PWF,1
5154,L52333,L,304.2,313.4,1444,31.7,23,0,0,0,0,0,No Failure,0
5155,L52334,L,304.2,313.4,1368,37.6,25,0,0,0,0,0,No Failure,0
5156,H34569,H,304.2,313.3,1425,37.3,27,0,0,0,0,0,No Failure,0
5157,L52336,L,304.2,313.4,1282,41.4,32,0,0,0,0,0,No Failure,0
5158,H34571,H,304.1,313.3,1197,49.6,34,0,0,0,0,0,No Failure,0
5159,L52338,L,304.1,313.3,1259,50.3,39,0,0,0,0,0,No Failure,0
5160,L52339,L,304.2,313.4,1290,44.0,41,0,0,0,0,0,No Failure,0
5161,L52340,L,304.1,313.2,1234,50.1,43,0,0,0,0,0,No Failure,0
5162,M20021,M,304.1,313.2,1828,18.9,45,0,0,0,0,0,No Failure,0
5163,L52342,L,304.2,313.3,1264,45.9,48,0,0,0,0,0,No Failure,0
5164,M20023,M,304.2,313.4,1513,23.5,50,0,0,0,0,0,No Failure,0
5165,M20024,M,304.3,313.4,1424,32.1,53,0,0,0,0,0,No Failure,0
5166,L52345,L,304.2,313.4,1221,43.4,56,0,0,0,0,0,No Failure,0
5167,H34580,H,304.2,313.5,1346,41.4,58,0,0,0,0,0,No Failure,0
5168,L52347,L,304.2,313.4,1439,32.7,63,0,0,0,0,0,No Failure,0
5169,H34582,H,304.1,313.4,1496,29.6,65,0,0,0,0,0,No Failure,0
5170,L52349,L,304.1,313.3,1270,39.9,70,0,0,0,0,0,No Failure,0
5171,M20030,M,304.1,313.3,1280,38.4,72,0,0,0,0,0,No Failure,0
5172,M20031,M,304.2,313.4,1129,54.5,75,0,0,0,0,0,No Failure,0
5173,L52352,L,304.2,313.4,1540,28.2,78,0,0,0,0,0,No Failure,0
5174,M20033,M,304.2,313.5,1539,28.1,80,0,0,0,0,0,No Failure,0
5175,M20034,M,304.2,313.5,1190,47.8,83,0,0,0,0,0,No Failure,0
5176,L52355,L,304.2,313.4,1540,23.7,86,0,0,0,0,0,No Failure,0
5177,M20036,M,304.0,313.3,1644,27.1,88,0,0,0,0,0,No Failure,0
5178,H34591,H,304.0,313.1,1188,53.2,91,0,0,0,0,0,No Failure,0
5179,H34592,H,304.0,313.2,1317,43.1,96,0,0,0,0,0,No Failure,0
5180,M20039,M,304.0,313.1,1250,42.8,101,0,0,0,0,0,No Failure,0
5181,L52360,L,304.0,313.2,1384,38.7,104,0,0,0,0,0,No Failure,0
5182,L52361,L,304.0,313.1,1520,28.7,106,0,0,0,0,0,No Failure,0
5183,L52362,L,303.9,313.1,1386,31.9,108,0,0,0,0,0,No Failure,0
5184,M20043,M,303.9,313.0,1701,22.5,110,0,0,0,0,0,No Failure,0
5185,L52364,L,304.0,313.0,1197,42.4,113,0,0,0,0,0,No Failure,0
5186,L52365,L,304.0,313.0,1812,21.1,115,0,0,0,0,0,No Failure,0
5187,L52366,L,304.0,313.0,2154,15.0,117,0,0,1,0,0,PWF,1
5188,L52367,L,304.0,313.1,1448,35.7,119,0,0,0,0,0,No Failure,0
5189,L52368,L,304.0,313.2,1432,30.6,121,0,0,0,0,0,No Failure,0
5190,M20049,M,304.1,313.2,1227,46.9,123,0,0,0,0,0,No Failure,0
5191,L52370,L,304.1,313.2,1252,48.0,126,0,0,0,0,0,No Failure,0
5192,L52371,L,304.0,313.2,1216,46.0,128,0,0,0,0,0,No Failure,0
5193,L52372,L,303.9,313.1,1110,62.9,130,0,0,0,0,0,No Failure,0
5194,H34607,H,304.0,313.1,1208,39.8,132,0,0,0,0,0,No Failure,0
5195,M20054,M,303.9,313.1,1468,34.4,137,0,0,0,0,0,No Failure,0
5196,L52375,L,303.9,313.0,1351,36.8,140,0,0,0,0,0,No Failure,0
5197,H34610,H,303.9,313.0,1317,36.0,142,0,0,0,0,0,No Failure,0
5198,H34611,H,303.8,312.9,1370,35.8,147,0,0,0,0,0,No Failure,0
5199,L52378,L,303.8,312.8,1228,53.3,152,0,0,0,0,0,No Failure,0
5200,L52379,L,303.8,312.8,1303,40.0,154,0,0,0,0,0,No Failure,0
5201,L52380,L,303.8,312.8,1216,58.7,156,0,0,0,0,0,No Failure,0
5202,M20061,M,303.7,312.7,1196,47.3,158,0,0,0,0,0,No Failure,0
5203,L52382,L,303.7,312.7,1135,51.1,161,0,0,0,0,0,No Failure,0
5204,M20063,M,303.7,312.6,1471,30.5,163,0,0,0,0,0,No Failure,0
5205,L52384,L,303.7,312.7,1789,22.4,166,0,0,0,0,0,No Failure,0
5206,L52385,L,303.7,312.7,1268,43.3,168,0,0,0,0,0,No Failure,0
5207,H34620,H,303.7,312.6,1511,27.6,170,0,0,0,0,0,No Failure,0
5208,M20067,M,303.8,312.7,1288,41.3,175,0,0,0,0,0,No Failure,0
5209,L52388,L,303.8,312.7,1464,29.3,178,0,0,0,0,0,No Failure,0
5210,M20069,M,303.8,312.7,1307,38.5,180,0,0,0,0,0,No Failure,0
5211,L52390,L,303.7,312.6,1266,42.5,183,0,0,0,0,0,No Failure,0
5212,L52391,L,303.7,312.5,1233,53.6,185,0,0,0,0,0,No Failure,0
5213,L52392,L,303.7,312.5,1197,45.7,187,0,0,0,0,0,No Failure,0
5214,M20073,M,303.7,312.6,1229,43.3,189,0,0,0,0,0,No Failure,0
5215,L52394,L,303.7,312.7,1372,37.2,192,0,0,0,0,0,No Failure,0
5216,M20075,M,303.7,312.7,1332,42.7,194,0,0,0,0,0,No Failure,0
5217,M20076,M,303.7,312.7,1116,51.8,197,0,0,0,0,0,No Failure,0
5218,M20077,M,303.8,312.8,1220,47.9,200,1,0,0,0,0,TWF,1
5219,L52398,L,303.8,312.9,1389,37.2,203,1,0,0,0,0,TWF,1
5220,L52399,L,303.8,313.0,1165,59.9,205,1,0,0,1,0,TWF,1
5221,L52400,L,303.8,313.0,1433,32.9,207,1,0,0,0,0,TWF,1
5222,L52401,L,303.9,313.0,1426,31.4,209,1,0,0,0,0,TWF,1
5223,L52402,L,303.9,313.1,1465,29.6,0,0,0,0,0,0,No Failure,0
5224,M20083,M,303.9,313.2,1150,47.2,2,0,0,0,0,0,No Failure,0
5225,L52404,L,303.9,313.2,1390,31.9,5,0,0,0,0,0,No Failure,0
5226,M20085,M,304.0,313.2,1237,53.9,7,0,0,0,0,0,No Failure,0
5227,L52406,L,303.9,313.0,1203,48.3,10,0,0,0,0,0,No Failure,0
5228,L52407,L,303.9,313.1,1240,41.1,12,0,0,0,0,0,No Failure,0
5229,M20088,M,303.9,313.1,1143,61.4,14,0,0,0,0,0,No Failure,0
5230,H34643,H,303.9,313.1,1590,26.7,17,0,0,0,0,0,No Failure,0
5231,M20090,M,303.8,313.1,1917,18.6,22,0,0,0,0,0,No Failure,0
5232,L52411,L,303.8,313.1,1258,42.2,25,0,0,0,0,0,No Failure,0
5233,L52412,L,303.6,312.9,1181,57.8,27,0,0,0,0,0,No Failure,0
5234,L52413,L,303.6,312.9,1250,45.3,29,0,0,0,0,0,No Failure,0
5235,L52414,L,303.7,312.9,1261,50.1,31,0,0,0,0,0,No Failure,0
5236,M20095,M,303.7,312.9,1311,41.0,33,0,0,0,0,0,No Failure,0
5237,L52416,L,303.8,313.1,1194,45.4,36,0,0,0,0,0,No Failure,0
5238,L52417,L,303.8,313.0,1299,42.3,38,0,0,0,0,0,No Failure,0
5239,L52418,L,303.7,313.0,1257,44.1,40,0,0,0,0,0,No Failure,0
5240,L52419,L,303.7,313.0,1553,29.0,42,0,0,0,0,0,No Failure,0
5241,L52420,L,303.7,313.0,1494,28.0,44,0,0,0,0,0,No Failure,0
5242,L52421,L,303.7,313.1,1483,28.4,46,0,0,0,0,0,No Failure,0
5243,L52422,L,303.7,313.1,1296,47.4,48,0,0,0,0,0,No Failure,0
5244,L52423,L,303.7,313.1,1521,34.8,50,0,0,0,0,0,No Failure,0
5245,L52424,L,303.6,313.0,1393,31.6,52,0,0,0,0,0,No Failure,0
5246,L52425,L,303.6,313.0,1375,38.3,54,0,0,0,0,0,No Failure,0
5247,L52426,L,303.5,313.0,1265,41.0,56,0,0,0,0,0,No Failure,0
5248,L52427,L,303.6,313.1,1205,38.3,58,0,0,0,0,0,No Failure,0
5249,M20108,M,303.5,313.0,1702,21.6,60,0,0,0,0,0,No Failure,0
5250,M20109,M,303.4,312.9,1222,39.9,63,0,0,0,0,0,No Failure,0
5251,L52430,L,303.5,312.9,1132,52.9,66,0,0,0,0,0,No Failure,0
5252,M20111,M,303.4,312.9,1107,54.3,68,0,0,0,0,0,No Failure,0
5253,L52432,L,303.5,313.0,1122,59.5,71,0,0,0,0,0,No Failure,0
5254,L52433,L,303.5,313.0,1347,40.3,73,0,0,0,0,0,No Failure,0
5255,L52434,L,303.5,313.1,1697,23.6,75,0,0,0,0,0,No Failure,0
5256,M20115,M,303.5,313.0,1203,51.9,77,0,0,0,0,0,No Failure,0
5257,L52436,L,303.5,313.0,1193,51.6,80,0,0,0,0,0,No Failure,0
5258,L52437,L,303.5,313.0,1282,38.5,82,0,0,0,0,0,No Failure,0
5259,M20118,M,303.5,312.9,1372,44.7,84,0,0,0,0,0,No Failure,0
5260,L52439,L,303.5,312.9,1344,36.9,87,0,0,0,0,0,No Failure,0
5261,M20120,M,303.5,313.0,1292,46.1,89,0,0,0,0,0,No Failure,0
5262,L52441,L,303.4,312.8,1313,35.8,92,0,0,0,0,0,No Failure,0
5263,L52442,L,303.4,312.8,1249,43.9,94,0,0,0,0,0,No Failure,0
5264,L52443,L,303.5,312.8,1677,22.3,96,0,0,0,0,0,No Failure,0
5265,L52444,L,303.4,312.8,1176,53.4,98,0,0,0,0,0,No Failure,0
5266,M20125,M,303.5,312.9,1683,23.3,100,0,0,0,0,0,No Failure,0
5267,M20126,M,303.4,312.8,1318,38.7,103,0,0,0,0,0,No Failure,0
5268,M20127,M,303.5,312.9,1238,42.8,106,0,0,0,0,0,No Failure,0
5269,L52448,L,303.4,312.9,1189,54.1,109,0,0,0,0,0,No Failure,0
5270,L52449,L,303.5,312.9,1304,44.8,111,0,0,0,0,0,No Failure,0
5271,L52450,L,303.5,312.9,1075,64.4,113,0,0,0,0,0,No Failure,0
5272,L52451,L,303.6,313.0,1334,39.7,115,0,0,0,0,0,No Failure,0
5273,M20132,M,303.6,313.0,1196,38.2,117,0,0,0,0,0,No Failure,0
5274,L52453,L,303.6,313.1,1195,44.1,120,0,0,0,0,0,No Failure,0
5275,L52454,L,303.6,313.0,1417,30.9,122,0,0,0,0,0,No Failure,0
5276,L52455,L,303.7,313.1,1223,41.2,124,0,0,0,0,0,No Failure,0
5277,L52456,L,303.5,313.0,1406,34.0,126,0,0,0,0,0,No Failure,0
5278,L52457,L,303.5,312.9,1301,44.0,128,0,0,0,0,0,No Failure,0
5279,M20138,M,303.5,312.9,1418,30.4,130,0,0,0,0,0,No Failure,0
5280,L52459,L,303.6,313.0,1322,35.8,133,0,0,0,0,0,No Failure,0
5281,L52460,L,303.6,312.9,1280,41.4,135,0,0,0,0,0,No Failure,0
5282,M20141,M,303.7,313.0,1269,39.9,137,0,0,0,0,0,No Failure,0
5283,H34696,H,303.8,313.2,1181,52.4,140,0,0,0,0,0,No Failure,0
5284,L52463,L,303.8,313.2,1325,41.9,145,0,0,0,0,0,No Failure,0
5285,M20144,M,303.8,313.2,1532,29.6,147,0,0,0,0,0,No Failure,0
5286,L52465,L,303.8,313.1,1323,39.8,150,0,0,0,0,0,No Failure,0
5287,L52466,L,303.8,313.1,1222,42.4,152,0,0,0,0,0,No Failure,0
5288,H34701,H,303.8,313.2,1306,46.9,154,0,0,0,0,0,No Failure,0
5289,L52468,L,303.8,313.2,1331,39.4,159,0,0,0,0,0,No Failure,0
5290,M20149,M,303.9,313.3,1307,34.3,161,0,0,0,0,0,No Failure,0
5291,L52470,L,303.9,313.3,1326,40.7,164,0,0,0,0,0,No Failure,0
5292,L52471,L,303.8,313.3,1206,52.1,166,0,0,0,0,0,No Failure,0
5293,M20152,M,303.9,313.3,1367,35.0,168,0,0,0,0,0,No Failure,0
5294,M20153,M,303.9,313.4,1264,49.1,171,0,0,0,0,0,No Failure,0
5295,L52474,L,303.9,313.4,1242,48.5,174,0,0,0,0,0,No Failure,0
5296,L52475,L,303.8,313.2,1136,47.8,176,0,0,0,0,0,No Failure,0
5297,H34710,H,303.8,313.2,1179,50.2,178,0,0,0,0,0,No Failure,0
5298,L52477,L,303.7,313.1,1206,48.6,183,0,0,0,0,0,No Failure,0
5299,M20158,M,303.7,313.1,1930,18.1,185,0,0,0,0,0,No Failure,0
5300,L52479,L,303.7,313.1,1155,49.1,188,0,0,0,0,0,No Failure,0
5301,M20160,M,303.8,313.2,1510,26.5,190,0,0,0,0,0,No Failure,0
5302,L52481,L,303.8,313.1,1109,55.8,193,0,0,0,0,0,No Failure,0
5303,L52482,L,303.9,313.1,1291,37.2,195,0,0,0,0,0,No Failure,0
5304,L52483,L,303.9,313.2,1281,44.1,197,0,0,0,0,0,No Failure,0
5305,L52484,L,303.9,313.1,1225,49.3,199,0,0,0,0,0,No Failure,0
5306,H34719,H,303.9,313.2,1480,29.1,201,1,0,0,0,0,TWF,1
5307,H34720,H,304.0,313.2,1412,31.7,206,1,0,0,0,0,TWF,1
5308,L52487,L,304.0,313.3,1330,34.8,211,1,0,0,0,0,TWF,1
5309,L52488,L,304.0,313.2,1281,42.6,213,1,0,0,0,0,TWF,1
5310,M20169,M,303.9,313.2,1222,48.0,215,1,0,0,0,0,TWF,1
5311,L52490,L,303.8,313.0,1227,43.0,0,0,0,0,0,0,No Failure,0
5312,H34725,H,303.7,312.9,1260,49.8,2,0,0,0,0,0,No Failure,0
5313,L52492,L,303.6,312.9,1673,23.5,7,0,0,0,0,0,No Failure,0
5314,M20173,M,303.7,312.9,1366,32.6,9,0,0,0,0,0,No Failure,0
5315,L52494,L,303.6,312.8,1501,30.8,12,0,0,0,0,0,No Failure,0
5316,L52495,L,303.6,312.8,1510,27.2,14,0,0,0,0,0,No Failure,0
5317,M20176,M,303.6,312.8,1489,33.1,16,0,0,0,0,0,No Failure,0
5318,L52497,L,303.6,312.7,1437,32.9,19,0,0,0,0,0,No Failure,0
5319,L52498,L,303.5,312.6,1296,39.0,21,0,0,0,0,0,No Failure,0
5320,M20179,M,303.5,312.7,1202,47.0,23,0,0,0,0,0,No Failure,0
5321,L52500,L,303.4,312.7,1163,45.5,26,0,0,0,0,0,No Failure,0
5322,M20181,M,303.4,312.7,1376,49.9,28,0,0,0,0,0,No Failure,0
5323,M20182,M,303.4,312.7,1157,55.3,31,0,0,0,0,0,No Failure,0
5324,M20183,M,303.4,312.7,1199,48.4,34,0,0,0,0,0,No Failure,0
5325,M20184,M,303.4,312.8,1326,30.8,37,0,0,0,0,0,No Failure,0
5326,L52505,L,303.5,312.7,1494,27.3,40,0,0,0,0,0,No Failure,0
5327,M20186,M,303.5,312.7,1220,49.1,42,0,0,0,0,0,No Failure,0
5328,M20187,M,303.5,312.7,1916,16.7,45,0,0,1,0,0,PWF,1
5329,M20188,M,303.7,312.9,1206,41.9,48,0,0,0,0,0,No Failure,0
5330,L52509,L,303.7,313.0,1256,45.5,51,0,0,0,0,0,No Failure,0
5331,L52510,L,303.6,312.9,1388,31.9,53,0,0,0,0,0,No Failure,0
5332,L52511,L,303.7,312.8,1248,44.5,55,0,0,0,0,0,No Failure,0
5333,H34746,H,303.6,312.7,1203,46.2,57,0,0,0,0,0,No Failure,0
5334,M20193,M,303.5,312.6,1205,51.6,62,0,0,0,0,0,No Failure,0
5335,M20194,M,303.4,312.6,2506,9.8,65,0,0,1,0,0,PWF,1
5336,M20195,M,303.3,312.4,1305,38.9,68,0,0,0,0,0,No Failure,0
5337,L52516,L,303.2,312.4,1463,33.7,71,0,0,0,0,0,No Failure,0
5338,M20197,M,303.3,312.6,1282,44.4,73,0,0,0,0,0,No Failure,0
5339,M20198,M,303.3,312.5,1474,32.7,76,0,0,0,0,0,No Failure,0
5340,M20199,M,303.4,312.7,1394,32.8,79,0,0,0,0,0,No Failure,0
5341,L52520,L,303.5,312.7,1193,49.3,82,0,0,0,0,0,No Failure,0
5342,H34755,H,303.5,312.8,1204,55.8,84,0,0,0,0,0,No Failure,0
5343,M20202,M,303.5,312.8,1175,45.7,89,0,0,0,0,0,No Failure,0
5344,L52523,L,303.5,312.8,1407,38.4,92,0,0,0,0,0,No Failure,0
5345,L52524,L,303.4,312.8,1160,50.8,94,0,0,0,0,0,No Failure,0
5346,L52525,L,303.5,312.8,1324,39.4,96,0,0,0,0,0,No Failure,0
5347,L52526,L,303.4,312.7,1334,35.5,98,0,0,0,0,0,No Failure,0
5348,L52527,L,303.3,312.7,1062,63.8,100,0,0,0,0,0,No Failure,0
5349,L52528,L,303.3,312.6,1423,34.6,102,0,0,0,0,0,No Failure,0
5350,M20209,M,303.3,312.7,1442,33.6,104,0,0,0,0,0,No Failure,0
5351,M20210,M,303.4,312.8,1422,35.1,107,0,0,0,0,0,No Failure,0
5352,M20211,M,303.5,312.9,1330,34.5,110,0,0,0,0,0,No Failure,0
5353,M20212,M,303.4,312.8,1390,36.3,113,0,0,0,0,0,No Failure,0
5354,L52533,L,303.4,312.7,1389,34.0,116,0,0,0,0,0,No Failure,0
5355,L52534,L,303.4,312.6,1262,37.5,118,0,0,0,0,0,No Failure,0
5356,H34769,H,303.3,312.5,1128,49.8,120,0,0,0,0,0,No Failure,0
5357,H34770,H,303.3,312.6,1492,29.0,125,0,0,0,0,0,No Failure,0
5358,L52537,L,303.3,312.5,1768,20.6,130,0,0,0,0,0,No Failure,0
5359,H34772,H,303.3,312.6,1627,24.2,132,0,0,0,0,0,No Failure,0
5360,M20219,M,303.3,312.6,1197,47.1,137,0,0,0,0,0,No Failure,0
5361,L52540,L,303.3,312.6,1263,44.0,140,0,0,0,0,0,No Failure,0
5362,L52541,L,303.3,312.7,1443,30.7,142,0,0,0,0,0,No Failure,0
5363,L52542,L,303.2,312.6,1081,57.0,144,0,0,0,0,0,No Failure,0
5364,L52543,L,303.2,312.5,1318,39.9,146,0,0,0,0,0,No Failure,0
5365,L52544,L,303.2,312.6,1401,35.3,148,0,0,0,0,0,No Failure,0
5366,L52545,L,303.1,312.6,1348,36.4,150,0,0,0,0,0,No Failure,0
5367,H34780,H,303.1,312.6,1204,40.6,152,0,0,0,0,0,No Failure,0
5368,M20227,M,303.1,312.5,1566,26.7,157,0,0,0,0,0,No Failure,0
5369,M20228,M,303.1,312.5,1467,30.0,160,0,0,0,0,0,No Failure,0
5370,H34783,H,303.0,312.5,1307,37.9,163,0,0,0,0,0,No Failure,0
5371,H34784,H,303.0,312.4,1427,37.1,168,0,0,0,0,0,No Failure,0
5372,L52551,L,302.9,312.3,1235,47.7,173,0,0,0,0,0,No Failure,0
5373,H34786,H,302.9,312.3,1309,46.8,175,0,0,0,0,0,No Failure,0
5374,M20233,M,302.9,312.3,1609,25.0,180,0,0,0,0,0,No Failure,0
5375,L52554,L,302.9,312.3,1315,40.8,183,0,0,0,0,0,No Failure,0
5376,L52555,L,302.9,312.3,1330,34.9,185,0,0,0,0,0,No Failure,0
5377,H34790,H,302.8,312.3,1136,57.5,187,0,0,0,0,0,No Failure,0
5378,L52557,L,302.9,312.4,1830,19.1,192,0,0,0,0,0,No Failure,0
5379,L52558,L,302.9,312.4,1350,36.9,194,0,0,0,0,0,No Failure,0
5380,L52559,L,302.9,312.4,1246,41.7,196,0,0,0,0,0,No Failure,0
5381,L52560,L,302.8,312.3,1294,37.5,198,0,0,0,0,0,No Failure,0
5382,L52561,L,302.8,312.4,1451,27.0,200,1,0,0,0,0,TWF,1
5383,L52562,L,302.9,312.4,1498,33.8,202,1,0,0,0,0,TWF,1
5384,L52563,L,302.8,312.3,1304,40.3,204,1,0,0,0,0,TWF,1
5385,M20244,M,302.9,312.4,1221,46.0,206,1,0,0,0,0,TWF,1
5386,H34799,H,302.9,312.3,1554,26.9,209,1,0,0,0,0,TWF,1
5387,L52566,L,302.9,312.2,1269,42.0,214,1,0,0,0,0,TWF,1
5388,L52567,L,302.8,312.2,1233,50.0,216,1,0,0,0,0,TWF,1
5389,M20248,M,302.8,312.3,1232,49.0,218,1,0,0,0,0,TWF,1
5390,L52569,L,302.8,312.3,1166,49.1,221,1,0,0,0,0,TWF,1
5391,H34804,H,302.8,312.3,1283,47.2,223,1,0,0,0,0,TWF,1
5392,L52571,L,302.7,312.2,1372,34.4,228,1,0,0,0,0,TWF,1
5393,L52572,L,302.8,312.2,1281,40.2,230,1,0,0,0,0,TWF,1
5394,L52573,L,302.8,312.3,1273,42.6,232,1,0,0,0,0,TWF,1
5395,M20254,M,302.8,312.3,1062,70.5,234,1,0,0,1,0,TWF,1
5396,L52575,L,302.8,312.4,1329,36.8,237,1,0,0,0,0,TWF,1
5397,L52576,L,302.8,312.4,1323,39.7,239,1,0,0,0,0,TWF,1
5398,M20257,M,302.8,312.3,1216,42.7,241,0,0,0,0,0,No Failure,0
5399,L52578,L,302.9,312.4,1723,23.9,244,0,0,0,0,0,No Failure,0
5400,H34813,H,302.8,312.4,1211,53.8,246,0,0,0,1,0,OSF,1
5401,L52580,L,302.7,312.4,1277,46.3,251,0,0,0,1,0,OSF,1
5402,M20261,M,302.6,312.3,1254,54.8,253,0,0,0,1,0,OSF,1
5403,L52582,L,302.7,312.3,1221,48.5,0,0,0,0,0,0,No Failure,0
5404,L52583,L,302.7,312.3,1658,25.4,2,0,0,0,0,0,No Failure,0
5405,H34818,H,302.8,312.5,1222,46.1,4,0,0,0,0,0,No Failure,0
5406,L52585,L,302.7,312.4,1244,48.7,9,0,0,0,0,0,No Failure,0
5407,L52586,L,302.7,312.4,1160,47.8,11,0,0,0,0,0,No Failure,0
5408,L52587,L,302.7,312.4,1754,24.8,13,0,0,0,0,0,No Failure,0
5409,L52588,L,302.6,312.4,1428,33.0,15,0,0,0,0,0,No Failure,0
5410,L52589,L,302.7,312.4,1233,44.2,17,0,0,0,0,0,No Failure,0
5411,M20270,M,302.7,312.5,1217,51.5,19,0,0,0,0,0,No Failure,0
5412,L52591,L,302.8,312.6,1262,39.4,22,0,0,0,0,0,No Failure,0
5413,L52592,L,302.9,312.6,1128,59.9,24,0,0,0,0,0,No Failure,0
5414,H34827,H,302.7,312.5,1327,36.4,26,0,0,0,0,0,No Failure,0
5415,L52594,L,302.6,312.3,1334,34.3,31,0,0,0,0,0,No Failure,0
5416,M20275,M,302.6,312.4,1210,50.3,33,0,0,0,0,0,No Failure,0
5417,L52596,L,302.6,312.3,1460,30.3,36,0,0,0,0,0,No Failure,0
5418,L52597,L,302.6,312.4,1186,45.8,38,0,0,0,0,0,No Failure,0
5419,L52598,L,302.6,312.4,1198,41.6,40,0,0,0,0,0,No Failure,0
5420,L52599,L,302.6,312.3,1121,53.4,42,0,0,0,0,0,No Failure,0
5421,L52600,L,302.6,312.3,1312,34.2,44,0,0,0,0,0,No Failure,0
5422,M20281,M,302.6,312.3,1366,36.6,46,0,0,0,0,0,No Failure,0
5423,M20282,M,302.7,312.4,1222,44.5,49,0,0,0,0,0,No Failure,0
5424,L52603,L,302.6,312.3,1447,31.8,52,0,0,0,0,0,No Failure,0
5425,L52604,L,302.6,312.2,1177,45.5,54,0,0,0,0,0,No Failure,0
5426,L52605,L,302.5,312.2,1575,27.9,56,0,0,0,0,0,No Failure,0
5427,L52606,L,302.6,312.3,1354,42.0,58,0,0,0,0,0,No Failure,0
5428,L52607,L,302.7,312.4,1223,51.9,60,0,0,0,0,0,No Failure,0
5429,L52608,L,302.7,312.4,1253,47.3,62,0,0,0,0,0,No Failure,0
5430,L52609,L,302.8,312.4,1390,34.4,64,0,0,0,0,0,No Failure,0
5431,L52610,L,302.8,312.5,1494,28.4,66,0,0,0,0,0,No Failure,0
5432,L52611,L,302.8,312.5,1262,43.4,68,0,0,0,0,0,No Failure,0
5433,L52612,L,302.8,312.4,1192,46.2,70,0,0,0,0,0,No Failure,0
5434,L52613,L,302.9,312.5,1350,45.5,72,0,0,0,0,0,No Failure,0
5435,L52614,L,302.9,312.5,1429,30.4,74,0,0,0,0,0,No Failure,0
5436,M20295,M,303.0,312.5,1324,42.1,76,0,0,0,0,0,No Failure,0
5437,M20296,M,302.9,312.5,1479,30.9,79,0,0,0,0,0,No Failure,0
5438,M20297,M,302.9,312.6,1194,46.4,82,0,0,0,0,0,No Failure,0
5439,L52618,L,302.9,312.5,1483,32.1,85,0,0,0,0,0,No Failure,0
5440,L52619,L,303.0,312.5,1426,30.5,87,0,0,0,0,0,No Failure,0
5441,H34854,H,303.0,312.5,1498,30.0,89,0,0,0,0,0,No Failure,0
5442,M20301,M,303.0,312.6,1192,42.9,94,0,0,0,0,0,No Failure,0
5443,L52622,L,303.1,312.7,1153,51.8,97,0,0,0,0,0,No Failure,0
5444,M20303,M,303.0,312.7,1226,46.8,99,0,0,0,0,0,No Failure,0
5445,L52624,L,303.0,312.7,1824,19.9,102,0,0,0,0,0,No Failure,0
5446,M20305,M,303.0,312.8,1448,32.1,104,0,0,0,0,0,No Failure,0
5447,L52626,L,303.1,312.9,1311,40.1,107,0,0,0,0,0,No Failure,0
5448,L52627,L,303.1,312.8,1265,44.1,109,0,0,0,0,0,No Failure,0
5449,L52628,L,303.0,312.7,1351,41.8,111,0,0,0,0,0,No Failure,0
5450,L52629,L,303.1,312.8,2129,15.1,113,0,0,1,0,0,PWF,1
5451,H34864,H,303.1,312.8,1235,41.9,115,0,0,0,0,0,No Failure,0
5452,L52631,L,303.0,312.7,1161,48.8,120,0,0,0,0,0,No Failure,0
5453,M20312,M,303.0,312.7,1353,35.8,122,0,0,0,0,0,No Failure,0
5454,L52633,L,303.0,312.6,1251,42.1,125,0,0,0,0,0,No Failure,0
5455,L52634,L,303.0,312.5,1261,40.2,127,0,0,0,0,0,No Failure,0
5456,M20315,M,303.1,312.6,1695,23.5,129,0,0,0,0,0,No Failure,0
5457,M20316,M,303.1,312.6,1367,32.9,132,0,0,0,0,0,No Failure,0
